KO,F101_0.22_B,F101_0.22_S,F103_0.22_B,F103_0.22_S,F107_0.22_B,F107_0.22_S
K08578,0,0,0,0,0,0
K08580,0,0,0,0,1,0
K08581,0,0,0,0,0,0
K08582,0,0,1,0,1,1
K08585,0,0,0,0,1,1
K08587,0,0,0,0,0,0
K08589,1,0,1,1,1,1
K08590,1,1,1,1,1,1
K08591,1,1,1,1,1,1
K08592,0,0,1,0,1,1
K08593,0,0,0,0,0,0
K08594,0,0,0,0,0,0
K08595,0,0,0,0,0,0
K08596,0,0,1,0,1,0
K08597,0,0,1,0,1,0
K08599,0,0,1,0,0,0
K08600,0,0,0,0,0,0
K08602,1,1,1,1,1,1
K08603,0,0,0,0,0,0
K08604,1,1,1,1,1,1
K08606,0,0,0,0,0,1
K08608,0,0,0,0,1,0
K08609,0,0,0,0,0,0
K08612,0,0,0,0,0,0
K08614,0,0,0,0,0,0
K08615,0,0,0,0,0,0
K08618,0,0,0,0,0,0
K08619,0,0,0,0,0,0
K08621,0,0,0,0,0,0
K08622,0,0,0,0,0,0
K08624,0,0,1,0,1,0
K08626,0,0,0,0,0,0
K08628,0,0,0,0,0,0
K08630,0,0,0,0,0,0
K08632,0,0,0,0,0,0
K08633,0,0,0,0,0,0
K08635,0,0,0,0,0,0
K08637,0,0,0,0,0,0
K08638,0,0,0,0,0,0
K08639,0,0,0,0,0,0
K08641,1,1,1,1,1,1
K08642,1,0,1,1,1,1
K08643,0,0,0,0,0,0
K08646,0,0,1,0,0,0
K08647,1,1,1,1,0,0
K08648,0,0,1,0,1,0
K08649,0,0,0,0,0,0
K08651,0,0,0,0,1,0
K08653,0,0,1,1,1,0
K08654,1,1,1,1,1,1
K08655,0,0,0,0,0,0
K08656,0,0,0,0,0,0
K08657,0,0,0,0,0,0
K08658,0,0,1,0,1,0
K08659,0,0,0,0,0,0
K08660,0,0,0,0,0,1
K08663,0,0,0,0,0,0
K08664,0,0,1,0,0,0
K08665,0,0,0,0,0,0
K08666,0,0,0,0,0,0
K08667,0,0,0,0,0,0
K08669,0,0,0,0,0,1
K08670,0,0,0,0,0,0
K08671,1,1,1,1,1,1
K08672,1,0,1,0,1,1
K08673,1,1,1,1,1,1
K08675,1,1,1,1,1,1
K08676,1,1,1,1,1,1
K08677,0,0,0,0,0,0
K08678,1,1,1,1,1,1
K08679,1,1,1,1,1,1
K08680,1,1,1,1,1,1
K08681,1,1,1,1,1,1
K08682,1,1,1,1,1,1
K08683,1,1,1,1,1,1
K08685,0,0,1,0,1,0
K08686,0,0,1,0,1,0
K08687,0,0,1,0,1,1
K08688,1,1,1,1,1,1
K08689,0,0,0,0,0,0
K08690,1,0,0,0,0,0
K08691,1,1,1,1,1,1
K08692,1,1,1,1,1,1
K08695,0,0,0,0,0,0
K08696,0,0,0,0,0,0
K08697,0,0,1,0,1,0
K08698,0,0,0,0,0,0
K08699,0,0,0,0,0,0
K08700,0,0,0,0,0,1
K08710,0,0,0,0,0,0
K08711,0,0,0,0,0,0
K08713,0,0,0,0,0,0
K08714,1,1,1,1,1,1
K08715,1,1,1,1,1,1
K08716,0,0,0,0,0,1
K08717,0,0,0,0,0,0
K08720,1,1,1,1,1,1
K08721,0,0,1,0,0,0
K08722,1,1,1,1,1,1
K08723,1,0,1,0,0,0
K08724,0,0,0,0,0,0
K08726,1,1,1,1,1,1
K08727,0,0,1,0,1,1
K08728,0,0,0,0,0,0
K08730,0,0,1,1,1,1
K08734,0,0,1,1,1,1
K08735,1,1,1,1,1,1
K08736,0,0,1,1,1,1
K08737,0,0,1,1,1,1
K08738,1,1,1,1,1,1
K08739,0,0,1,1,1,0
K08740,0,0,0,0,1,0
K08741,0,0,1,0,1,1
K08743,0,0,0,0,0,0
K08744,0,0,1,0,1,1
K08745,1,1,1,1,1,1
K08746,0,0,0,0,1,0
K08748,0,0,0,0,0,0
K08749,1,1,1,1,1,0
K08754,0,0,0,0,0,0
K08762,1,1,1,1,1,1
K08764,1,1,1,1,1,1
K08765,0,0,0,0,1,1
K08766,0,0,0,0,1,1
K08770,1,1,1,1,1,1
K08771,0,0,0,0,0,0
K08772,0,0,0,0,0,0
K08773,0,0,0,0,0,0
K08775,0,0,1,0,1,1
K08776,1,1,1,1,1,1
K08777,0,0,0,0,1,0
K08778,0,0,0,0,0,0
K08779,0,0,1,0,0,1
K08780,0,0,0,0,1,0
K08781,0,0,1,0,1,1
K08782,0,0,0,0,0,0
K08783,0,0,0,0,0,0
K08784,0,0,0,0,1,0
K08785,0,0,1,0,1,1
K08786,0,0,0,0,0,0
K08789,0,0,0,0,1,0
K08790,0,0,1,1,1,0
K08791,0,0,0,0,0,0
K08793,0,0,0,0,0,0
K08794,1,0,1,1,1,1
K08795,0,0,0,0,1,0
K08796,0,0,0,0,1,0
K08797,0,0,0,0,1,0
K08798,0,0,1,0,1,1
K08799,0,0,0,0,1,1
K08800,0,0,0,0,0,1
K08801,0,0,0,0,0,0
K08802,0,0,1,0,1,0
K08803,0,0,1,0,1,1
K08804,0,0,0,0,0,0
K08805,0,0,0,0,1,0
K08807,0,0,0,0,0,0
K08808,0,0,0,0,1,0
K08810,0,0,0,0,1,0
K08811,0,0,0,0,1,0
K08813,0,1,0,0,0,0
K08815,0,0,1,0,1,0
K08816,0,1,0,0,0,0
K08817,0,0,1,1,1,0
K08818,0,0,1,1,1,1
K08819,0,0,1,0,1,1
K08820,0,0,0,0,0,0
K08821,0,0,0,0,0,0
K08822,0,0,0,0,1,0
K08823,0,0,1,0,1,0
K08824,0,0,1,0,1,1
K08825,1,0,1,1,1,1
K08826,0,0,0,0,0,0
K08827,0,0,1,1,1,1
K08828,0,0,0,0,0,0
K08829,1,0,1,1,1,1
K08830,0,0,1,1,1,1
K08831,0,0,0,0,0,0
K08832,1,0,1,1,1,1
K08833,0,0,0,0,0,0
K08834,0,0,0,0,1,0
K08835,0,0,1,0,1,0
K08836,0,0,0,0,0,0
K08838,0,0,0,0,0,0
K08840,0,0,0,0,0,0
K08841,0,0,0,0,0,0
K08842,0,0,0,0,0,0
K08843,0,0,1,0,0,1
K08844,0,0,0,0,1,0
K08848,0,0,1,0,1,1
K08849,0,0,0,0,0,0
K08850,0,1,1,1,1,1
K08851,1,1,1,1,1,1
K08852,0,0,1,1,1,1
K08853,0,0,1,1,1,1
K08855,0,0,1,0,1,0
K08856,0,0,1,0,1,1
K08857,1,1,1,1,1,1
K08858,0,0,0,0,1,0
K08859,0,0,0,0,0,0
K08860,1,0,1,1,1,1
K08861,0,0,0,0,0,0
K08862,0,0,0,0,0,0
K08863,0,0,0,0,1,0
K08864,0,1,1,1,1,1
K08865,0,0,0,0,0,0
K08866,0,1,1,1,1,1
K08867,0,0,1,1,1,0
K08868,0,0,0,0,1,0
K08869,1,1,1,1,1,1
K08870,0,0,0,0,1,0
K08871,0,0,0,0,0,0
K08872,0,0,1,0,1,0
K08873,0,1,1,1,1,1
K08874,1,1,1,1,1,1
K08876,0,0,1,1,1,1
K08880,0,0,0,0,0,0
K08883,0,0,0,0,0,0
K08884,1,1,1,1,1,1
K08887,0,0,0,0,0,0
K08888,0,0,0,0,0,0
K08889,0,0,1,0,1,0
K08891,0,0,0,0,1,0
K08892,0,0,0,0,0,0
K08894,0,0,1,0,1,0
K08895,0,0,0,0,1,0
K08896,0,0,0,0,0,0
K08897,0,0,0,0,0,0
K08900,1,1,1,1,1,1
K08901,0,0,1,1,1,0
K08902,1,1,1,1,1,1
K08903,1,1,1,1,1,1
K08904,0,0,0,0,0,0
K08905,0,0,1,0,1,0
K08906,1,1,1,1,1,1
K08907,1,0,1,1,1,1
K08908,0,1,1,1,1,0
K08909,0,1,1,1,1,0
K08910,1,1,1,1,1,0
K08911,0,1,1,1,1,0
K08912,0,0,0,0,1,0
K08913,0,0,0,0,1,0
K08915,0,0,1,1,1,0
K08916,0,0,1,1,1,0
K08918,1,0,1,0,1,1
K08919,0,0,0,0,1,0
K08920,0,0,0,0,1,0
K08921,1,0,1,0,1,1
K08922,0,0,0,0,1,0
K08923,0,0,0,0,1,0
K08924,0,0,0,0,1,0
K08925,0,0,0,0,1,0
K08926,1,1,1,1,1,1
K08927,1,1,1,1,1,1
K08928,1,1,1,1,1,1
K08929,1,1,1,1,1,1
K08930,0,0,0,0,0,0
K08939,0,0,0,0,0,0
K08940,0,0,0,0,0,0
K08941,0,0,0,0,0,0
K08942,0,0,0,0,0,0
K08943,0,0,0,0,0,0
K08944,0,0,0,0,0,0
K08945,0,0,0,0,0,0
K08946,0,0,0,0,0,0
K08947,0,0,0,0,0,0
K08949,0,0,0,0,0,0
K08950,0,0,0,0,0,0
K08951,0,0,0,0,0,0
K08952,0,0,0,0,1,0
K08953,0,0,0,0,0,0
K08954,0,0,0,0,0,0
K08955,1,1,1,1,1,1
K08956,1,1,1,1,1,1
K08957,0,0,0,1,1,1
K08958,0,0,0,0,0,1
K08959,0,0,1,0,1,0
K08960,0,0,0,0,1,0
K08961,0,0,0,0,0,0
K08963,1,1,1,1,1,1
K08964,1,1,1,1,1,1
K08965,0,0,1,0,1,1
K08966,1,1,1,1,1,1
K08967,1,1,1,1,1,1
K08968,0,0,0,0,0,0
K08969,0,0,0,0,0,0
K08970,1,0,1,1,1,1
K08971,1,1,1,1,1,1
K08972,1,1,1,1,1,1
K08973,1,1,1,1,1,1
K08974,1,1,1,1,1,1
K08975,1,1,1,1,1,1
K08976,1,1,1,1,1,1
K08977,1,1,1,1,1,1
K08978,1,0,1,0,1,1
K08979,1,0,1,0,1,1
K08980,0,0,0,0,0,0
K08981,1,1,1,1,1,1
K08982,0,0,0,0,0,0
K08983,1,1,1,1,1,1
K08984,1,1,1,1,1,1
K08985,1,0,1,0,1,1
K08986,0,0,0,0,0,0
K08987,0,0,0,0,0,0
K08988,1,0,1,0,1,1
K08989,1,1,1,1,1,1
K08990,1,1,1,1,1,1
K08991,1,1,1,1,1,1
K08992,1,0,1,0,0,1
K08993,0,0,1,0,0,0
K08994,1,1,1,1,1,1
K08995,0,0,1,0,0,0
K08996,0,0,1,0,0,0
K08997,1,1,1,1,1,1
K08998,1,1,1,1,1,1
K08999,1,1,1,1,1,1
K09000,0,0,0,0,0,0
K09001,1,1,1,1,1,1
K09002,0,0,0,0,0,0
K09003,1,1,1,1,1,1
K09004,1,1,1,1,1,1
K09005,1,1,1,1,1,1
K09006,0,0,0,0,0,0
K09007,1,1,1,1,1,1
K09008,1,1,1,1,1,1
K09009,1,1,1,1,1,1
K09010,0,0,0,0,0,0
K09011,1,1,1,1,1,1
K09012,1,1,1,1,1,1
K09013,1,1,1,1,1,1
K09014,1,1,1,1,1,1
K09015,1,1,1,1,1,1
K09016,0,0,0,0,0,0
K09017,1,1,1,1,1,1
K09018,1,1,1,1,1,1
K09019,1,1,1,1,1,1
K09020,1,1,1,1,1,1
K09021,0,0,1,0,0,0
K09022,1,1,1,1,1,1
K09023,1,0,1,0,1,1
K09024,1,1,1,1,1,1
K09060,0,0,1,1,1,0
K09065,1,1,1,1,1,1
K09100,0,0,0,0,0,0
K09109,0,0,0,0,0,0
K09116,0,0,1,0,1,0
K09117,1,1,1,1,1,1
K09118,1,1,1,1,1,1
K09119,0,0,0,0,0,0
K09120,1,0,1,0,1,0
K09121,1,1,1,1,1,1
K09122,0,0,0,0,1,0
K09123,1,1,1,1,1,1
K09124,1,1,1,1,0,1
K09125,1,1,1,1,1,1
K09126,0,0,0,0,0,0
K09127,0,0,0,0,0,0
K09128,1,1,1,1,1,1
K09129,0,0,0,0,0,0
K09130,0,0,0,0,0,0
K09131,1,1,1,1,1,1
K09132,0,0,0,0,0,0
K09133,1,0,1,0,1,1
K09134,1,1,1,1,1,1
K09135,0,0,0,0,0,0
K09136,1,1,1,1,1,1
K09137,0,0,0,0,0,0
K09138,0,0,1,0,1,1
K09139,1,1,1,1,1,1
K09140,1,1,1,1,1,1
K09141,1,1,1,1,1,1
K09142,1,0,1,1,1,0
K09143,1,1,1,1,1,1
K09144,1,1,1,1,0,0
K09145,0,0,0,0,0,0
K09146,0,0,0,0,0,0
K09147,0,0,0,0,0,0
K09148,1,0,1,1,1,1
K09149,0,0,0,0,0,0
K09150,1,0,1,1,1,1
K09152,1,1,1,1,1,1
K09153,1,1,1,1,1,1
K09154,1,1,1,1,1,1
K09155,0,0,0,0,0,0
K09156,0,0,0,0,0,0
K09157,0,0,1,0,1,1
K09158,1,1,1,1,1,1
K09159,1,1,1,1,1,1
K09160,1,1,1,1,1,1
K09161,0,0,1,0,0,0
K09162,1,1,1,1,1,1
K09163,0,0,0,0,0,0
K09164,1,1,1,1,1,1
K09165,1,1,1,1,1,1
K09166,1,1,1,1,1,1
K09167,1,1,1,1,1,1
K09181,1,1,1,1,1,1
K09184,0,0,0,0,0,0
K09186,0,0,1,0,1,0
K09187,0,0,0,0,0,0
K09188,0,0,0,0,1,0
K09190,0,1,1,1,0,1
K09191,0,0,0,0,1,0
K09193,0,0,0,0,0,0
K09194,0,0,0,0,0,0
K09195,0,0,0,0,1,0
K09201,0,0,1,0,1,1
K09204,0,0,0,0,0,0
K09205,0,0,0,0,0,0
K09206,0,0,0,0,0,0
K09209,0,0,0,0,0,0
K09220,0,0,0,0,0,0
K09222,0,0,0,0,0,0
K09223,0,0,0,0,0,0
K09224,0,0,0,0,0,0
K09226,0,0,0,0,0,0
K09228,1,1,1,1,1,1
K09229,0,0,0,0,0,0
K09230,0,0,0,0,1,0
K09232,0,0,0,0,1,0
K09237,0,0,0,0,0,0
K09250,1,1,1,1,1,1
K09251,1,1,1,1,1,1
K09252,1,1,1,1,1,1
K09256,0,0,1,0,1,0
K09257,0,0,0,0,0,0
K09258,0,0,0,0,1,0
K09260,0,0,1,1,1,0
K09265,0,0,0,0,0,0
K09270,0,0,0,0,0,0
K09272,1,1,1,1,1,1
K09273,0,0,0,0,0,0
K09276,0,0,0,0,1,0
K09277,0,0,0,0,0,0
K09284,0,0,0,0,1,0
K09285,0,0,1,0,1,0
K09286,0,0,0,0,0,0
K09288,0,0,1,1,1,0
K09291,0,0,0,0,1,0
K09292,0,0,0,0,0,0
K09299,0,0,0,0,0,0
K09313,0,0,0,0,1,1
K09322,0,0,0,0,0,0
K09327,0,0,0,0,0,0
K09338,0,0,0,0,0,0
K09377,0,0,0,0,1,0
K09384,1,1,1,1,1,1
K09386,1,1,1,1,1,1
K09388,0,0,0,0,0,0
K09389,0,0,0,0,0,0
K09391,0,0,1,1,1,1
K09392,0,0,1,0,1,0
K09394,0,0,0,0,1,0
K09403,0,0,0,0,0,0
K09404,0,0,0,0,0,0
K09408,0,0,0,0,0,0
K09414,0,0,0,0,0,1
K09415,0,0,0,0,1,0
K09416,0,0,0,0,0,0
K09417,0,0,0,0,0,0
K09419,0,0,0,0,0,0
K09420,1,0,1,1,1,1
K09421,1,0,1,0,1,1
K09422,1,0,1,1,1,1
K09424,0,0,0,0,1,0
K09425,0,0,0,0,0,0
K09429,0,0,0,0,0,0
K09448,0,0,0,0,1,1
K09453,0,0,0,0,0,0
K09454,1,0,1,0,1,0
K09456,1,1,1,1,1,1
K09457,1,1,1,1,1,1
K09458,1,1,1,1,1,1
K09459,1,1,1,1,1,1
K09461,1,1,1,1,1,1
K09463,0,0,0,0,0,0
K09469,0,0,1,0,1,1
K09470,0,0,1,0,1,1
K09471,1,1,1,1,1,1
K09472,1,1,1,1,1,1
K09473,0,0,0,0,0,0
K09474,1,1,1,1,1,1
K09475,0,0,0,0,0,0
K09476,0,0,0,0,0,0
K09477,0,0,0,0,0,0
K09478,0,1,1,0,1,0
K09479,0,1,0,0,0,0
K09480,0,0,1,1,1,1
K09481,0,0,0,0,1,0
K09482,1,1,1,1,1,1
K09483,0,0,1,0,1,1
K09485,0,0,0,0,0,0
K09486,0,1,1,1,1,1
K09487,0,1,1,1,1,1
K09488,0,1,1,1,1,1
K09489,0,1,1,1,1,1
K09490,1,1,1,1,1,1
K09491,0,0,0,0,0,0
K09492,0,0,0,0,1,0
K09493,1,1,1,1,1,1
K09494,1,1,1,1,1,1
K09495,1,1,1,1,1,1
K09496,1,1,1,1,1,1
K09497,1,1,1,1,1,1
K09498,0,1,1,1,1,1
K09499,1,1,1,1,1,1
K09500,1,1,1,1,1,1
K09502,1,0,1,0,1,1
K09503,1,1,1,1,1,1
K09504,0,0,0,0,1,0
K09505,0,0,1,0,1,1
K09506,0,0,0,0,1,1
K09507,0,0,1,0,1,1
K09508,0,1,0,0,0,0
K09509,0,0,0,0,0,0
K09510,1,1,1,1,1,1
K09511,1,1,1,1,1,1
K09512,1,1,1,1,1,1
K09513,0,0,0,0,0,0
K09514,0,0,0,0,1,0
K09515,0,0,1,0,1,1
K09516,1,1,1,1,1,1
K09517,0,0,1,1,1,1
K09518,0,0,1,1,1,1
K09519,1,0,1,0,1,1
K09520,0,0,0,0,1,1
K09521,0,0,0,0,0,0
K09522,0,0,1,1,1,0
K09523,0,0,1,0,1,1
K09525,0,0,0,0,1,0
K09527,1,1,1,1,1,1
K09528,0,0,1,1,1,1
K09529,0,0,1,1,1,1
K09530,0,0,0,0,1,0
K09531,0,0,1,0,1,0
K09533,0,0,1,0,1,1
K09534,0,0,0,0,0,0
K09535,1,1,0,1,0,1
K09536,0,0,0,0,1,0
K09537,0,0,0,0,1,0
K09538,0,0,0,0,0,0
K09539,1,1,1,1,1,1
K09540,0,1,1,1,1,1
K09548,0,0,1,1,1,0
K09549,0,0,1,1,1,0
K09550,0,0,0,0,1,0
K09551,0,0,0,0,0,0
K09552,0,0,0,0,1,1
K09553,1,1,1,1,1,1
K09554,0,0,1,1,1,1
K09556,0,0,0,0,0,0
K09560,0,0,1,0,1,1
K09561,0,0,1,1,1,0
K09562,0,0,1,0,1,0
K09563,0,0,0,0,0,0
K09564,0,0,0,0,1,0
K09565,0,1,1,1,1,1
K09566,0,0,0,0,1,0
K09567,0,1,1,1,1,0
K09568,0,0,1,0,1,1
K09569,1,0,1,0,1,1
K09570,0,0,0,0,1,0
K09571,1,0,1,1,1,1
K09574,0,0,1,0,1,0
K09575,0,0,0,0,0,0
K09576,0,0,0,0,0,0
K09577,0,0,0,0,1,1
K09578,1,1,1,1,1,1
K09579,0,0,0,0,0,0
K09580,1,1,1,1,1,1
K09581,0,0,0,0,1,0
K09582,1,0,1,1,1,1
K09583,0,0,1,0,0,0
K09584,1,1,1,1,1,1
K09585,0,0,1,0,1,1
K09586,0,0,0,0,1,0
K09591,1,1,1,1,1,1
K09592,0,0,1,0,1,0
K09595,0,0,1,1,1,1
K09597,0,0,0,0,1,0
K09598,0,0,0,0,0,0
K09599,0,0,0,0,0,0
K09602,0,0,1,0,1,0
K09604,0,0,0,0,0,0
K09607,1,1,1,1,1,1
K09608,0,0,0,0,0,0
K09611,0,0,1,0,1,0
K09612,0,0,0,0,0,0
K09613,1,1,1,1,1,1
K09614,0,0,1,0,1,0
K09621,0,0,0,0,0,0
K09622,0,0,0,0,0,0
K09624,0,0,0,0,0,0
K09626,0,0,0,0,0,0
K09628,0,0,0,0,0,0
K09629,0,0,0,0,1,0
K09630,0,0,0,0,0,0
K09631,0,0,0,0,0,0
K09632,0,0,0,0,1,0
K09633,0,0,0,0,0,0
K09634,0,0,0,0,0,0
K09635,0,0,1,0,0,0
K09636,1,0,1,0,1,1
K09637,0,0,0,0,0,0
K09638,0,0,0,0,0,0
K09639,0,0,0,0,0,0
K09640,1,0,1,0,1,1
K09641,0,0,0,0,0,0
K09642,0,0,0,0,0,0
K09643,0,0,0,0,1,0
K09644,0,0,0,0,1,0
K09645,0,0,1,0,1,0
K09646,0,0,0,0,0,0
K09647,0,0,1,0,1,0
K09648,0,0,0,0,1,0
K09649,0,0,0,0,0,0
K09650,1,1,1,1,1,1
K09651,0,0,1,0,1,1
K09654,0,0,0,0,1,0
K09655,0,0,1,0,0,0
K09656,0,0,1,1,1,1
K09657,0,0,1,0,1,0
K09658,0,0,0,0,1,0
K09660,0,0,1,0,1,0
K09661,0,0,0,0,0,0
K09662,0,0,0,0,0,0
K09666,0,0,0,0,1,0
K09667,1,1,1,1,1,1
K09668,0,0,1,0,1,1
K09669,0,0,0,0,1,0
K09671,0,0,0,0,0,0
K09673,0,0,0,0,0,0
K09674,0,0,0,0,0,0
K09677,0,0,0,0,0,0
K09678,0,0,1,0,0,0
K09679,0,0,0,0,0,0
K09680,1,1,1,1,1,1
K09681,1,1,1,1,1,1
K09682,0,0,0,0,0,0
K09683,0,0,0,0,0,0
K09684,0,0,0,0,0,0
K09685,0,0,0,0,0,0
K09688,1,1,1,1,1,1
K09689,1,1,1,1,1,1
K09690,1,1,1,1,1,1
K09691,1,1,1,1,1,1
K09692,0,0,1,0,1,1
K09693,0,0,1,0,1,1
K09694,1,1,1,1,1,1
K09695,1,1,1,1,1,1
K09696,1,1,1,1,1,1
K09697,1,1,1,1,1,1
K09698,1,1,1,1,1,1
K09699,1,1,1,1,1,1
K09700,0,0,0,0,0,0
K09701,1,1,1,1,1,1
K09702,1,1,1,1,1,1
K09703,1,1,1,1,1,1
K09704,1,1,1,1,1,1
K09705,1,1,1,1,1,1
K09706,0,0,0,0,0,0
K09707,1,1,1,1,1,1
K09709,1,1,1,1,1,1
K09710,1,1,1,1,1,1
K09711,1,0,1,1,1,1
K09712,0,0,1,0,0,0
K09713,0,0,0,0,0,0
K09714,0,0,0,0,0,0
K09715,0,0,0,0,0,0
K09716,1,1,1,1,1,1
K09717,0,0,0,0,1,0
K09719,0,0,0,0,0,0
K09720,0,0,0,0,0,0
K09721,1,1,1,1,1,1
K09722,1,1,1,1,1,1
K09723,1,0,1,0,1,0
K09724,0,0,0,0,0,0
K09725,0,0,1,0,1,1
K09726,1,1,1,1,1,1
K09727,0,0,0,0,0,0
K09728,1,1,1,1,1,1
K09729,0,1,0,0,0,0
K09730,0,0,0,0,0,0
K09731,0,0,0,0,0,0
K09732,0,0,0,0,0,0
K09733,0,0,0,0,1,0
K09735,1,1,1,1,1,1
K09736,1,1,1,1,1,1
K09737,0,0,1,0,1,1
K09738,1,0,1,0,1,1
K09739,0,0,0,0,0,0
K09740,1,1,1,1,1,1
K09741,1,1,1,1,1,0
K09742,0,0,0,0,0,0
K09743,0,0,0,0,0,0
K09744,1,1,1,1,1,1
K09745,0,0,0,0,0,0
K09746,1,1,1,1,1,1
K09747,1,1,1,1,1,1
K09748,1,1,1,1,1,1
K09749,1,1,1,1,1,1
K09750,0,0,0,0,0,0
K09751,0,0,0,0,0,0
K09752,0,0,0,0,0,0
K09753,0,0,0,0,0,0
K09758,1,1,1,1,1,1
K09759,0,0,0,0,0,0
K09760,1,1,1,1,1,1
K09761,1,1,1,1,1,1
K09762,1,1,1,1,0,1
K09763,1,1,1,1,1,1
K09764,0,0,1,0,1,0
K09765,1,1,1,1,1,1
K09766,1,1,1,1,1,1
K09767,1,1,1,1,1,1
K09768,1,1,1,1,1,1
K09769,1,1,1,1,1,1
K09770,0,0,0,0,0,0
K09771,1,1,1,1,1,1
K09772,1,1,1,1,1,1
K09773,1,1,1,1,1,1
K09774,1,1,1,1,1,1
K09775,1,1,1,1,1,1
K09776,1,1,1,1,1,1
K09777,0,0,0,0,0,0
K09778,1,1,1,1,1,1
K09779,0,0,0,0,0,0
K09780,1,1,1,1,1,1
K09781,1,1,1,1,1,1
K09782,0,0,0,0,0,0
K09785,0,0,1,0,0,0
K09786,1,1,1,1,1,1
K09787,0,0,0,0,0,0
K09788,1,1,1,1,1,1
K09789,0,0,0,0,0,0
K09790,1,1,1,1,1,1
K09791,1,1,1,1,1,1
K09792,1,1,1,1,1,1
K09793,1,1,1,1,1,1
K09794,1,0,1,0,0,0
K09795,0,0,1,0,1,1
K09796,1,1,1,1,1,1
K09797,1,1,1,1,1,1
K09798,1,1,1,1,1,1
K09799,1,1,1,1,1,1
K09800,1,1,1,1,1,1
K09801,1,1,1,1,1,1
K09802,0,0,1,0,0,1
K09803,1,1,1,1,1,1
K09804,0,0,1,0,1,0
K09805,0,0,1,0,0,0
K09806,1,1,1,1,1,1
K09807,1,1,1,1,1,1
K09808,1,1,1,1,1,1
K09809,1,1,1,1,1,1
K09810,1,1,1,1,1,1
K09811,1,1,1,1,1,1
K09812,1,1,1,1,1,1
K09814,0,0,0,0,0,0
K09815,1,1,1,1,1,1
K09816,1,1,1,1,1,1
K09817,1,1,1,1,1,1
K09818,1,1,1,1,1,1
K09819,1,1,1,1,1,1
K09820,1,1,1,1,1,1
K09822,1,1,1,1,1,1
K09823,1,1,1,1,1,1
K09824,1,0,1,1,0,1
K09825,1,1,1,1,1,1
K09826,1,1,1,1,1,1
K09828,1,0,1,0,1,1
K09829,0,0,0,0,1,0
K09831,0,0,0,0,0,0
K09833,0,0,1,0,1,0
K09834,0,0,1,0,1,0
K09835,1,1,1,1,1,1
K09836,1,1,1,1,1,1
K09837,0,1,1,1,1,0
K09838,0,0,1,1,1,1
K09839,0,1,1,1,1,0
K09840,0,0,0,0,0,0
K09841,1,1,1,1,1,1
K09842,0,0,0,0,0,1
K09843,0,0,0,0,0,0
K09844,1,1,1,1,1,1
K09845,1,1,1,1,1,1
K09846,1,1,1,1,1,1
K09847,1,1,1,1,1,1
K09848,0,0,1,1,1,1
K09849,0,0,0,0,0,0
K09857,1,1,1,1,1,1
K09858,1,1,1,1,1,1
K09859,1,1,1,1,1,1
K09860,1,1,1,1,1,1
K09861,1,1,1,1,1,1
K09862,1,1,1,1,1,1
K09863,0,0,0,0,0,0
K09864,0,0,1,0,1,0
K09865,0,0,0,0,0,0
K09866,0,0,1,0,1,1
K09867,0,0,0,0,0,0
K09869,0,0,1,0,1,0
K09872,0,0,1,0,1,0
K09873,0,0,0,0,0,0
K09874,0,0,0,1,0,1
K09877,0,0,0,0,1,0
K09878,0,0,0,0,0,0
K09879,0,0,0,0,0,0
K09880,1,1,1,1,1,1
K09882,1,1,1,1,1,1
K09883,1,1,1,1,1,1
K09884,1,0,1,1,1,1
K09885,0,0,0,0,0,0
K09886,0,0,0,0,0,0
K09888,1,1,1,1,1,1
K09889,1,1,1,1,1,1
K09890,0,0,1,0,0,0
K09891,1,1,1,1,0,1
K09892,0,0,1,0,0,0
K09893,1,1,1,1,0,1
K09894,1,1,1,1,0,1
K09895,1,1,1,1,1,1
K09896,0,0,1,0,0,0
K09897,1,1,1,1,0,1
K09898,1,1,1,1,1,1
K09899,1,1,1,1,0,1
K09900,0,0,1,0,0,0
K09901,1,0,1,0,0,0
K09902,1,1,1,1,1,1
K09903,1,1,1,1,1,1
K09904,0,1,1,0,0,1
K09905,1,0,1,1,1,1
K09906,1,1,1,1,1,1
K09907,1,0,1,0,1,1
K09908,1,1,1,1,1,1
K09909,1,1,1,0,1,1
K09910,1,1,1,0,0,0
K09911,0,0,1,0,0,0
K09912,1,1,1,1,1,1
K09913,1,1,1,1,1,1
K09914,1,0,1,0,1,1
K09915,1,1,1,1,1,1
K09916,1,1,1,1,1,1
K09917,0,0,0,0,0,0
K09918,1,1,1,1,0,1
K09919,1,1,1,1,1,1
K09920,1,1,1,1,1,1
K09921,1,1,1,1,1,1
K09922,1,0,1,0,0,0
K09923,1,0,1,0,0,1
K09924,1,1,1,1,1,1
K09925,0,0,0,0,0,0
K09926,1,1,1,1,0,1
K09927,1,1,1,1,1,1
K09928,1,1,1,1,1,1
K09929,1,0,1,1,1,1
K09930,1,1,1,1,1,1
K09931,1,1,1,1,1,1
K09932,1,1,1,1,0,1
K09933,1,1,1,1,1,1
K09934,0,0,0,0,0,0
K09935,1,1,1,1,1,1
K09936,1,1,1,1,1,1
K09937,1,1,1,1,1,1
K09938,1,1,1,1,1,1
K09939,1,1,1,1,1,1
K09940,1,1,1,1,1,1
K09941,1,1,1,1,1,1
K09942,1,1,1,1,1,1
K09943,0,0,0,0,0,0
K09944,1,1,1,1,1,1
